time(s),x(m),y(m),theta(rad),theta(deg),vc(m/s),wc(rad/s),xr(m),yr(m),thetar(rad),xe(m),ye(m),thetae(rad)
0.000000,-0.400000,0.300000,0.011654,0.67,0.157707,-1.275357,-0.379919,0.280065,0.000000,-0.076393,0.049886,1.559142
0.099996,-0.400000,0.300000,0.011690,0.67,0.220000,-1.256103,-0.357919,0.264218,0.000000,-0.076393,0.034887,1.559106
0.199996,-0.398330,0.300013,0.004760,0.27,0.220000,-0.772864,-0.337324,0.259611,0.000000,-0.074723,0.019900,1.566037
0.300096,-0.388408,0.300047,0.000433,0.02,0.220000,0.332454,-0.325279,0.266568,0.000000,-0.064801,0.004918,1.570363
0.400077,-0.373324,0.299882,-0.025143,-1.44,0.220000,1.606380,-0.320223,0.282048,0.000000,-0.049717,-0.010244,1.595940
0.500103,-0.361130,0.299497,-0.036052,-2.07,0.220000,2.323756,-0.319403,0.302199,0.000000,-0.037524,-0.025632,1.606848
0.600025,-0.342714,0.298887,-0.022849,-1.31,0.220000,2.722379,-0.320449,0.323810,0.000000,-0.019108,-0.041230,1.593645
0.700122,-0.327455,0.298967,0.043071,2.47,0.204334,2.840000,-0.321870,0.344367,0.000000,-0.003848,-0.056166,1.527725
0.800122,-0.315442,0.300117,0.155137,8.89,0.206312,2.827377,-0.322963,0.363162,0.000000,0.008165,-0.070015,1.415659
0.900100,-0.305161,0.302361,0.276518,15.84,0.220000,2.712068,-0.323615,0.380556,0.000000,0.018446,-0.082768,1.294278
1.000109,-0.295593,0.305729,0.400950,22.97,0.220000,2.600673,-0.323887,0.397017,0.000000,0.028014,-0.094401,1.169846
1.100148,-0.286476,0.310291,0.526217,30.15,0.220000,2.526286,-0.323908,0.412931,0.000000,0.037131,-0.104846,1.044579
1.200044,-0.277998,0.315953,0.651564,37.33,0.220000,2.493728,-0.323808,0.428551,0.000000,0.045608,-0.114168,0.919232
1.300080,-0.270118,0.322773,0.775519,44.43,0.220000,2.483556,-0.323679,0.444010,0.000000,0.053489,-0.122353,0.795277
1.400040,-0.262933,0.330737,0.896759,51.38,0.220000,2.467993,-0.323593,0.459370,0.000000,0.060673,-0.129383,0.674037
1.500021,-0.256622,0.339690,1.016070,58.22,0.220000,2.415957,-0.323560,0.474650,0.000000,0.066985,-0.135427,0.554726
1.600033,-0.253049,0.345984,1.093596,62.66,0.220000,2.356631,-0.323554,0.489857,0.000000,0.070557,-0.144135,0.477200
1.700103,-0.248556,0.356058,1.207761,69.20,0.220000,2.216367,-0.323558,0.504996,0.000000,0.075051,-0.149072,0.363035
1.800046,-0.245126,0.366940,1.321594,75.72,0.220000,2.003343,-0.323564,0.520080,0.000000,0.078480,-0.153181,0.249202
1.900120,-0.242901,0.378285,1.430718,81.97,0.220000,1.736737,-0.323570,0.535122,0.000000,0.080706,-0.156847,0.140078
2.000083,-0.241835,0.390358,1.531215,87.73,0.220000,1.441421,-0.323575,0.550139,0.000000,0.081772,-0.159769,0.039582
2.100067,-0.241775,0.398937,1.594789,91.37,0.220000,1.183980,-0.323580,0.565141,0.000000,0.081831,-0.166187,-0.023993
2.200106,-0.242697,0.412646,1.675184,95.98,0.220000,0.909885,-0.323583,0.580134,0.000000,0.080910,-0.167484,-0.104388
2.300113,-0.244799,0.427249,1.748415,100.18,0.220000,0.633967,-0.323586,0.595127,0.000000,0.078808,-0.167882,-0.177618
2.400038,-0.248137,0.443176,1.803217,103.32,0.220000,0.385292,-0.323589,0.610122,0.000000,0.075470,-0.166944,-0.232421
2.500094,-0.252541,0.460206,1.841913,105.53,0.220000,0.173957,-0.323591,0.625114,0.000000,0.071066,-0.164923,-0.271116
2.600135,-0.257794,0.478210,1.865509,106.89,0.220000,0.003718,-0.323593,0.640111,0.000000,0.065813,-0.161924,-0.294713
2.700065,-0.263683,0.497053,1.881118,107.78,0.220000,-0.136234,-0.323595,0.655112,0.000000,0.059924,-0.158071,-0.310322
2.800098,-0.269959,0.516278,1.890608,108.32,0.220000,-0.253622,-0.323596,0.670112,0.000000,0.053648,-0.153851,-0.319812
2.900095,-0.276398,0.535609,1.893053,108.46,0.220000,-0.349554,-0.323598,0.685112,0.000000,0.047209,-0.149520,-0.322257
3.000229,-0.282842,0.554858,1.894361,108.54,0.220000,-0.434145,-0.323599,0.700113,0.000000,0.040765,-0.145291,-0.323565
3.100128,-0.289089,0.573559,1.890626,108.32,0.220000,-0.504772,-0.323600,0.715119,0.000000,0.034517,-0.141574,-0.319830
3.200149,-0.295045,0.591770,1.881294,107.79,0.220000,-0.558634,-0.323601,0.730121,0.000000,0.028562,-0.138366,-0.310497
3.300048,-0.298894,0.603932,1.873988,107.37,0.220000,-0.601551,-0.323601,0.745122,0.000000,0.024713,-0.141189,-0.303191
3.400061,-0.306214,0.628108,1.855695,106.32,0.220000,-0.630624,-0.323602,0.760118,0.000000,0.017393,-0.132015,-0.284899
3.500108,-0.309636,0.640029,1.844731,105.70,0.220000,-0.653154,-0.323603,0.775112,0.000000,0.013971,-0.135102,-0.273934
3.600028,-0.314467,0.657836,1.825918,104.62,0.220000,-0.663268,-0.323603,0.790110,0.000000,0.009140,-0.132282,-0.255121
3.700084,-0.318954,0.675786,1.806313,103.49,0.220000,-0.664192,-0.323604,0.805107,0.000000,0.004653,-0.129341,-0.235517
3.800150,-0.323035,0.693494,1.788684,102.48,0.220000,-0.661731,-0.323604,0.820107,0.000000,0.000572,-0.126642,-0.217888
3.900056,-0.326802,0.711247,1.769270,101.37,0.220000,-0.653169,-0.323604,0.835112,0.000000,-0.003195,-0.123876,-0.198474
4.000101,-0.330249,0.729399,1.747829,100.14,0.220000,-0.634948,-0.323605,0.850112,0.000000,-0.006642,-0.120731,-0.177033
4.100201,-0.333264,0.747397,1.726264,98.91,0.220000,-0.608696,-0.323605,0.865114,0.000000,-0.009657,-0.117748,-0.155468
4.200075,-0.335909,0.765478,1.705566,97.72,0.220000,-0.579290,-0.323605,0.880119,0.000000,-0.012302,-0.114647,-0.134770
4.300098,-0.338128,0.783413,1.681769,96.36,0.220000,-0.541652,-0.323605,0.895119,0.000000,-0.014521,-0.111716,-0.110973
4.400126,-0.339920,0.801319,1.659381,95.08,0.220000,-0.500658,-0.323606,0.910117,0.000000,-0.016313,-0.108814,-0.088585
4.500041,-0.340922,0.813604,1.645776,94.30,0.220000,-0.468276,-0.323606,0.925117,0.000000,-0.017316,-0.111516,-0.074980
4.600101,-0.342172,0.832216,1.630237,93.41,0.220000,-0.436439,-0.323606,0.940113,0.000000,-0.018566,-0.107913,-0.059441
4.700139,-0.343156,0.850920,1.616555,92.62,0.220000,-0.406150,-0.323606,0.955112,0.000000,-0.019549,-0.104215,-0.045758
4.800046,-0.343922,0.869913,1.605871,92.01,0.220000,-0.380393,-0.323606,0.970114,0.000000,-0.020315,-0.100208,-0.035075
4.900090,-0.344503,0.889166,1.597060,91.50,0.220000,-0.359409,-0.323606,0.985113,0.000000,-0.020896,-0.095962,-0.026264
5.000122,-0.344942,0.908675,1.589478,91.07,0.220000,-0.341055,-0.323606,1.000112,0.000000,-0.021336,-0.091457,-0.018682
5.100026,-0.345230,0.928188,1.581716,90.63,0.220000,-0.320753,-0.323606,1.015114,0.000000,-0.021623,-0.086930,-0.010920
5.200107,-0.345339,0.941247,1.576760,90.34,0.220000,-0.303337,-0.323606,1.030111,0.000000,-0.021732,-0.088883,-0.005964
5.300115,-0.345391,0.961091,1.570426,89.98,0.220000,-0.285863,-0.323606,1.045111,0.000000,-0.021785,-0.084040,0.000370
5.400039,-0.345312,0.980858,1.563115,89.56,0.220000,-0.264127,-0.323607,1.060113,0.000000,-0.021705,-0.079262,0.007681
5.500074,-0.345085,1.000220,1.554184,89.05,0.220000,-0.237116,-0.323607,1.075111,0.000000,-0.021478,-0.074906,0.016613
5.600042,-0.344676,1.019806,1.546080,88.58,0.220000,-0.208839,-0.323607,1.090110,0.000000,-0.021069,-0.070315,0.024716
5.700018,-0.344124,1.039540,1.540775,88.28,0.220000,-0.183226,-0.323607,1.105107,0.000000,-0.020517,-0.065576,0.030022
5.800086,-0.343509,1.059324,1.539120,88.19,0.220000,-0.165174,-0.323607,1.120104,0.000000,-0.019902,-0.060803,0.031676
5.900108,-0.342838,1.079409,1.536070,88.01,0.220000,-0.145507,-0.323607,1.135104,0.000000,-0.019231,-0.055721,0.034727
6.000085,-0.342145,1.099798,1.537996,88.12,0.220000,-0.134210,-0.323607,1.150109,0.000000,-0.018538,-0.050329,0.032800
6.100206,-0.341487,1.120340,1.540215,88.25,0.220000,-0.124332,-0.323607,1.165111,0.000000,-0.017880,-0.044805,0.030581
6.200142,-0.340897,1.140909,1.544322,88.48,0.220000,-0.116805,-0.323607,1.180117,0.000000,-0.017291,-0.039227,0.026475
6.300049,-0.340544,1.154699,1.546312,88.60,0.220000,-0.113653,-0.323607,1.195121,0.000000,-0.016938,-0.040423,0.024484
6.400106,-0.340074,1.175144,1.548467,88.72,0.220000,-0.108143,-0.323607,1.210117,0.000000,-0.016467,-0.034986,0.022329
6.500139,-0.339632,1.195616,1.548910,88.75,0.220000,-0.099037,-0.323607,1.225115,0.000000,-0.016026,-0.029519,0.021887
6.600049,-0.339189,1.215935,1.549412,88.77,0.220000,-0.088212,-0.323607,1.240116,0.000000,-0.015582,-0.024186,0.021384
6.700104,-0.338763,1.236281,1.550171,88.82,0.185512,-0.076970,-0.323607,1.255113,0.000000,-0.015156,-0.018849,0.020625
6.800034,-0.338387,1.256602,1.554637,89.07,0.149685,-0.068005,-0.323607,1.270113,0.000000,-0.014781,-0.013518,0.016160
6.899999,-0.338099,1.276823,1.558269,89.28,0.121256,-0.059167,-0.323607,1.285109,0.000000,-0.014492,-0.008291,0.012527
7.000070,-0.337909,1.295400,1.559584,89.36,0.100741,-0.049992,-0.323607,1.300103,0.000000,-0.014303,-0.004725,0.011212
7.100132,-0.337715,1.311117,1.555754,89.14,0.092520,-0.037891,-0.323607,1.315102,0.000000,-0.014108,-0.004017,0.015043
7.200091,-0.337495,1.323745,1.550617,88.84,0.099026,-0.028433,-0.323607,1.330107,0.000000,-0.013888,-0.006383,0.020180
7.300089,-0.337257,1.334297,1.546219,88.59,0.116327,-0.023325,-0.323607,1.345111,0.000000,-0.013650,-0.010831,0.024577
7.400118,-0.337090,1.340926,1.545319,88.54,0.150003,-0.028200,-0.323607,1.360112,0.000000,-0.013483,-0.019206,0.025478
7.500055,-0.336799,1.351704,1.542721,88.39,0.174789,-0.031478,-0.323607,1.375115,0.000000,-0.013192,-0.023418,0.028075
7.600099,-0.336422,1.364506,1.540278,88.25,0.189822,-0.031033,-0.323607,1.390113,0.000000,-0.012815,-0.025623,0.030519
7.700119,-0.335919,1.380013,1.536919,88.06,0.192681,-0.024749,-0.323607,1.405113,0.000000,-0.012312,-0.025118,0.033878
7.800043,-0.335274,1.397947,1.533683,87.87,0.183235,-0.014071,-0.323607,1.420115,0.000000,-0.011667,-0.022173,0.037113
7.900087,-0.334555,1.416764,1.531090,87.72,0.167376,-0.001520,-0.323607,1.435112,0.000000,-0.010948,-0.018363,0.039707
8.000102,-0.333802,1.435834,1.530830,87.71,0.148710,0.009271,-0.323607,1.450111,0.000000,-0.010195,-0.014296,0.039967
8.100037,-0.333023,1.453889,1.524601,87.35,0.132763,0.024831,-0.323607,1.465112,0.000000,-0.009417,-0.011231,0.046196
8.200222,-0.332488,1.465139,1.521382,87.17,0.140894,0.035861,-0.323607,1.480110,0.000000,-0.008881,-0.015008,0.049414
8.300142,-0.331697,1.480786,1.520382,87.11,0.141530,0.044797,-0.323607,1.495114,0.000000,-0.008090,-0.014349,0.050414
8.400044,-0.330801,1.499622,1.527297,87.51,0.128004,0.042516,-0.323607,1.510118,0.000000,-0.007194,-0.010499,0.043499
8.500174,-0.330407,1.509105,1.532130,87.78,0.142710,0.036548,-0.323607,1.525115,0.000000,-0.006800,-0.016035,0.038666
8.600147,-0.329903,1.522991,1.538004,88.12,0.150861,0.027726,-0.323607,1.540116,0.000000,-0.006296,-0.017145,0.032793
8.700026,-0.329477,1.537235,1.544435,88.49,0.155788,0.017832,-0.323607,1.555119,0.000000,-0.005870,-0.017883,0.026362
8.800099,-0.329134,1.552088,1.550939,88.86,0.157635,0.007554,-0.323607,1.570115,0.000000,-0.005527,-0.018041,0.019857
8.900135,-0.328861,1.567753,1.554259,89.05,0.072085,2.345998,-0.336754,1.570182,0.000000,0.037537,0.031214,0.016538
9.000051,-0.328601,1.583899,1.553795,89.03,0.052695,0.539288,-0.339453,1.582118,0.000000,-0.004994,-0.016222,0.017001
9.100137,-0.328545,1.596908,1.605979,92.02,0.031265,1.877232,-0.349504,1.586043,0.000000,0.039835,0.031512,-0.035183
9.200170,-0.329252,1.604133,1.729726,99.11,0.031634,2.086628,-0.359011,1.588022,0.000000,0.038800,0.031185,-0.158929
9.300020,-0.330197,1.608665,1.840033,105.43,0.053364,1.455669,-0.367180,1.593548,0.000000,0.043204,0.018581,-0.269236
9.400085,-0.331301,1.611762,1.999067,114.54,0.094655,0.879634,-0.373356,1.601072,0.000000,0.045083,0.014985,-0.428270
9.500108,-0.332573,1.614152,2.114672,121.16,0.168332,0.768676,-0.381586,1.610494,0.000000,0.059523,0.006244,-0.543875
9.600035,-0.336413,1.619458,2.258936,129.43,0.220000,0.671866,-0.392114,1.621439,0.000000,0.068916,-0.000219,-0.688140
9.700092,-0.337884,1.621407,2.357514,135.08,0.220000,0.332057,-0.400849,1.633007,0.000000,0.068700,-0.008867,-0.786718
9.800130,-0.348788,1.631533,2.419364,138.62,0.220000,0.105036,-0.409560,1.645401,0.000000,0.069705,-0.012364,-0.848567
9.900042,-0.362445,1.643055,2.456187,140.73,0.220000,-0.136472,-0.417726,1.658450,0.000000,0.062696,-0.014237,-0.885390
10.000088,-0.377571,1.655143,2.475067,141.81,0.220000,-0.454411,-0.425603,1.674709,0.000000,0.055607,-0.026281,-0.904271
10.100242,-0.393147,1.667274,2.482268,142.22,0.220000,-0.818954,-0.431778,1.693642,0.000000,0.041941,-0.034748,-0.911472
10.200017,-0.409018,1.679518,2.484757,142.37,0.220000,-1.101675,-0.437227,1.715642,0.000000,0.032582,-0.051203,-0.913961
10.300101,-0.424072,1.691248,2.470159,141.53,0.220000,-1.311420,-0.441732,1.737642,0.000000,0.020687,-0.070505,-0.899363
10.400137,-0.437522,1.702268,2.436927,139.63,0.220000,-1.598804,-0.443688,1.759642,0.000000,0.003753,-0.084231,-0.866131
10.500043,-0.449421,1.712881,2.387044,136.77,0.220000,-1.899627,-0.442662,1.781642,0.000000,-0.012883,-0.099704,-0.816247
10.600002,-0.452726,1.716194,2.324483,133.18,0.220000,-2.350787,-0.436446,1.803642,0.000000,-0.031520,-0.121142,-0.753687
10.700109,-0.462089,1.726899,2.250979,128.97,0.220000,-2.454754,-0.430128,1.825642,0.000000,-0.038002,-0.129546,-0.680182
10.800063,-0.469384,1.736798,2.155900,123.52,0.220000,-2.237204,-0.427773,1.847642,0.000000,-0.039279,-0.152538,-0.585103
10.900075,-0.475091,1.746474,2.048958,117.40,0.220000,-2.335011,-0.423418,1.869642,0.000000,-0.059312,-0.159101,-0.478162
11.000075,-0.479793,1.756898,1.941836,111.26,0.220000,-2.523350,-0.415077,1.891642,0.000000,-0.079909,-0.168919,-0.371040
11.100035,-0.482294,1.764040,1.874205,107.38,0.220000,-2.407968,-0.408212,1.913642,0.000000,-0.079395,-0.180038,-0.303409
11.200109,-0.484282,1.771262,1.804526,103.39,0.220000,-2.351214,-0.401001,1.935642,0.000000,-0.090841,-0.185950,-0.233729
11.300121,-0.486537,1.785371,1.651927,94.65,0.220000,-2.766409,-0.379001,1.957642,0.000000,-0.162930,-0.159762,-0.081131
11.400056,-0.486807,1.796195,1.540543,88.27,0.220000,-2.047592,-0.370308,1.979642,0.000000,-0.104912,-0.196826,0.030254
11.500100,-0.485883,1.806984,1.427639,81.80,0.220000,-2.144335,-0.353708,1.996839,0.000000,-0.162276,-0.168145,0.143157
11.600155,-0.483678,1.817740,1.315012,75.34,0.220000,-2.088544,-0.338157,2.005918,0.000000,-0.160072,-0.172398,0.255784
11.700031,-0.481457,1.825211,1.248509,71.53,0.220000,-0.363166,-0.347020,2.026107,0.000000,-0.095370,-0.225679,0.322287
11.800080,-0.475252,1.840437,1.121829,64.28,0.220000,-0.487645,-0.344832,2.036499,0.000000,-0.151645,-0.179690,0.448967
11.900106,-0.468026,1.854422,1.075224,61.61,0.220000,-0.660745,-0.337916,2.044556,0.000000,-0.144419,-0.180708,0.495572
12.000030,-0.459068,1.870495,1.052761,60.32,0.220000,-0.469706,-0.330575,2.053894,0.000000,-0.135461,-0.179624,0.518035
12.100118,-0.452720,1.881502,1.043160,59.77,0.220000,-0.130716,-0.325817,2.065321,0.000000,-0.129114,-0.183630,0.527636
12.200140,-0.443090,1.897683,1.024770,58.71,0.220000,0.169294,-0.323438,2.078040,0.000000,-0.119483,-0.182452,0.546026
12.300055,-0.432906,1.914211,1.013617,58.08,0.220000,0.413206,-0.322660,2.092141,0.000000,-0.109299,-0.180911,0.557179
12.400107,-0.422248,1.931278,1.012814,58.03,0.220000,0.590907,-0.322709,2.107275,0.000000,-0.098641,-0.178852,0.557983
12.500119,-0.411453,1.948708,1.021067,58.50,0.220000,0.716794,-0.323040,2.122974,0.000000,-0.087846,-0.176424,0.549729
12.600047,-0.401179,1.965655,1.032536,59.16,0.220000,0.807415,-0.323318,2.138843,0.000000,-0.077572,-0.174466,0.538260
12.700171,-0.391754,1.981841,1.057051,60.56,0.220000,0.859353,-0.323500,2.154555,0.000000,-0.068148,-0.173299,0.513746
12.800138,-0.383089,1.997785,1.089919,62.45,0.220000,0.873801,-0.323592,2.169987,0.000000,-0.059482,-0.172350,0.480877
12.900053,-0.375038,2.013907,1.125429,64.48,0.220000,0.861818,-0.323619,2.185234,0.000000,-0.051432,-0.171215,0.445367
13.000101,-0.367811,2.029722,1.160123,66.47,0.220000,0.836249,-0.323610,2.200379,0.000000,-0.044205,-0.170407,0.410673
13.100152,-0.361076,2.045971,1.196613,68.56,0.220000,0.799713,-0.323588,2.215465,0.000000,-0.037469,-0.169166,0.374184
13.200050,-0.354952,2.062434,1.233986,70.70,0.220000,0.755720,-0.323570,2.230515,0.000000,-0.031346,-0.167687,0.336810
13.300103,-0.349404,2.079153,1.268711,72.69,0.220000,0.709195,-0.323564,2.245534,0.000000,-0.025797,-0.165977,0.302085
13.400203,-0.344448,2.096031,1.303439,74.68,0.220000,0.657402,-0.323566,2.260533,0.000000,-0.020841,-0.164114,0.267358
13.500054,-0.339986,2.113490,1.337538,76.64,0.220000,0.601036,-0.323570,2.275516,0.000000,-0.016379,-0.161632,0.233259
13.600176,-0.337400,2.124868,1.356563,77.73,0.220000,0.561544,-0.323574,2.290485,0.000000,-0.013793,-0.165272,0.214233
13.700138,-0.333819,2.142659,1.385375,79.38,0.220000,0.514774,-0.323578,2.305447,0.000000,-0.010213,-0.162476,0.185422
13.800102,-0.330583,2.161286,1.410467,80.81,0.220000,0.469086,-0.323582,2.320405,0.000000,-0.006976,-0.158843,0.160329
13.900102,-0.327724,2.180257,1.431732,82.03,0.220000,0.428540,-0.323586,2.335359,0.000000,-0.004117,-0.154872,0.139064
14.000191,-0.325294,2.199033,1.453642,83.29,0.220000,0.387062,-0.323588,2.350314,0.000000,-0.001687,-0.151110,0.117154
14.100015,-0.323271,2.218136,1.476864,84.62,0.220000,0.340682,-0.323591,2.365272,0.000000,0.000336,-0.146980,0.093932
14.200099,-0.322131,2.231147,1.489922,85.37,0.220000,0.305053,-0.323593,2.380230,0.000000,0.001476,-0.148982,0.080875
14.300147,-0.320714,2.250508,1.505459,86.26,0.220000,0.270928,-0.323595,2.395194,0.000000,0.002893,-0.144628,0.065338
14.400053,-0.319220,2.277169,1.523641,87.30,0.220000,0.233197,-0.323596,2.410165,0.000000,0.004387,-0.132954,0.047156
14.500097,-0.318627,2.290671,1.529991,87.66,0.220000,0.209026,-0.323597,2.425141,0.000000,0.004980,-0.134457,0.040805
14.600130,-0.317679,2.317889,1.541756,88.34,0.220000,0.183770,-0.323599,2.440124,0.000000,0.005928,-0.122245,0.029040
14.700042,-0.317333,2.331274,1.548074,88.70,0.220000,0.164170,-0.323600,2.455117,0.000000,0.006273,-0.123847,0.022722
14.800095,-0.316961,2.351443,1.556604,89.19,0.220000,0.143656,-0.323600,2.470111,0.000000,0.006646,-0.118685,0.014192
14.900131,-0.316730,2.371766,1.561319,89.46,0.220000,0.128064,-0.323601,2.485109,0.000000,0.006877,-0.413368,0.009451
15.000043,-0.316593,2.392394,1.566916,89.78,0.220000,0.112697,-0.323602,2.507109,0.000000,0.006865,-0.407666,-0.016048
15.100022,-0.316574,2.412895,1.572442,90.09,0.220000,0.088287,-0.323476,2.529109,0.000000,0.006442,-0.401974,-0.041330
15.200128,-0.316660,2.433194,1.577869,90.41,0.220000,0.052966,-0.323100,2.551109,0.000000,0.005628,-0.396373,-0.066379
15.300040,-0.316830,2.453872,1.581677,90.62,0.220000,0.010419,-0.322395,2.573109,0.000000,0.004454,-0.390229,-0.089612
15.400102,-0.317116,2.474498,1.587316,90.95,0.220000,-0.041446,-0.321327,2.595109,0.000000,0.002890,-0.384018,-0.114546
15.500105,-0.317494,2.495098,1.591468,91.18,0.220000,-0.097403,-0.319903,2.617109,0.000000,0.000972,-0.377681,-0.137826
15.600073,-0.317965,2.515872,1.595606,91.42,0.220000,-0.156778,-0.318147,2.639109,0.000000,-0.001295,-0.371016,-0.160929
15.700104,-0.318497,2.536089,1.598275,91.57,0.220000,-0.216607,-0.316092,2.661109,0.000000,-0.003875,-0.364768,-0.182422
15.800111,-0.318868,2.549448,1.598750,91.60,0.220000,-0.271862,-0.313768,2.683109,0.000000,-0.006536,-0.365221,-0.201564
15.900042,-0.319419,2.569435,1.597863,91.55,0.220000,-0.325696,-0.311197,2.705109,0.000000,-0.009610,-0.358879,-0.219181
16.000150,-0.319964,2.589347,1.598345,91.58,0.220000,-0.382162,-0.308395,2.727109,0.000000,-0.012913,-0.352480,-0.238052
16.100191,-0.320500,2.609184,1.596236,91.46,0.220000,-0.436648,-0.305372,2.749109,0.000000,-0.016428,-0.345989,-0.254173
16.200134,-0.320932,2.628719,1.589329,91.06,0.220000,-0.463117,-0.302440,2.771109,0.000000,-0.020052,-0.339626,-0.265338
16.300087,-0.321225,2.648231,1.581949,90.64,0.220000,-0.501096,-0.299280,2.793109,0.000000,-0.023748,-0.333127,-0.275894
16.400195,-0.321353,2.667745,1.571673,90.05,0.220000,-0.538263,-0.295788,2.815109,0.000000,-0.027489,-0.326486,-0.283444
16.500017,-0.321246,2.686728,1.558199,89.28,0.220000,-0.567103,-0.291957,2.837109,0.000000,-0.031184,-0.320179,-0.287615
16.600156,-0.320867,2.705707,1.543991,88.46,0.220000,-0.587716,-0.287825,2.859109,0.000000,-0.034813,-0.313754,-0.290980
16.700222,-0.320205,2.724678,1.527466,87.52,0.220000,-0.597617,-0.283444,2.881109,0.000000,-0.038344,-0.307168,-0.291889
